#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN18926_c7_g2	XTH6_ARATH^XTH6_ARATH^Q:1473-979,H:1-165^67.879%ID^E:6.44e-126^RecName: Full=Probable xyloglucan endotransglucosylase/hydrolase protein 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`XTH6_ARATH^XTH6_ARATH^Q:983-603,H:166-292^78.74%ID^E:6.44e-126^RecName: Full=Probable xyloglucan endotransglucosylase/hydrolase protein 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18926_c7_g3	XTH7_ARATH^XTH7_ARATH^Q:242-3,H:133-211^76.25%ID^E:2.34e-39^RecName: Full=Probable xyloglucan endotransglucosylase/hydrolase protein 7;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`XTH7_ARATH^XTH7_ARATH^Q:406-203,H:154-221^72.059%ID^E:7.09e-32^RecName: Full=Probable xyloglucan endotransglucosylase/hydrolase protein 7;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18967_c1_g1	PER51_ARATH^PER51_ARATH^Q:629-931,H:73-175^76.699%ID^E:1.58e-45^RecName: Full=Peroxidase 51;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18967_c1_g3	PERX_NICSY^PERX_NICSY^Q:252-1142,H:23-322^71.667%ID^E:6.04e-154^RecName: Full=Lignin-forming anionic peroxidase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN18973_c3_g1	.
TRINITY_DN18975_c0_g1	AMT12_ARATH^AMT12_ARATH^Q:1-1074,H:153-510^84.444%ID^E:0^RecName: Full=Ammonium transporter 1 member 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18908_c3_g2	TL17_ARATH^TL17_ARATH^Q:979-269,H:1-236^64.167%ID^E:2.63e-103^RecName: Full=Thylakoid lumenal 17.4 kDa protein, chloroplastic {ECO:0000303|PubMed:9654141};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18908_c3_g5	H2B2_WHEAT^H2B2_WHEAT^Q:277-351,H:60-84^100%ID^E:1.17e-09^RecName: Full=Histone H2B.2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Triticeae; Triticinae; Triticum
TRINITY_DN18974_c2_g1	RADL6_ARATH^RADL6_ARATH^Q:246-404,H:12-62^62.264%ID^E:9.27e-14^RecName: Full=Protein RADIALIS-like 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18974_c3_g1	.
TRINITY_DN18916_c1_g1	ADH3_EMENI^ADH3_EMENI^Q:1073-24,H:3-352^68.571%ID^E:6.69e-173^RecName: Full=Alcohol dehydrogenase 3;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN18943_c5_g2	.
TRINITY_DN18964_c1_g9	.
TRINITY_DN18903_c1_g3	M530_ARATH^M530_ARATH^Q:25-156,H:66-109^88.636%ID^E:4.45e-21^RecName: Full=Uncharacterized mitochondrial protein AtMg00530;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18903_c1_g4	YMF19_HELAN^YMF19_HELAN^Q:437-913,H:1-159^91.824%ID^E:4.87e-74^RecName: Full=Putative ATP synthase protein YMF19;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Helianthus
TRINITY_DN18906_c0_g1	.
TRINITY_DN18913_c4_g2	.
TRINITY_DN18913_c4_g3	.
TRINITY_DN18989_c0_g4	AB6C_ARATH^AB6C_ARATH^Q:31-273,H:1247-1327^88.889%ID^E:6.34e-40^RecName: Full=ABC transporter C family member 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18989_c0_g8	AB3C_ARATH^AB3C_ARATH^Q:855-583,H:1015-1105^65.934%ID^E:1.64e-33^RecName: Full=ABC transporter C family member 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18934_c0_g1	Y1461_ARATH^Y1461_ARATH^Q:247-474,H:90-164^67.105%ID^E:9.76e-27^RecName: Full=Probable serine/threonine-protein kinase At1g54610;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18929_c0_g1	TGA1_ARATH^TGA1_ARATH^Q:1552-470,H:1-367^70.109%ID^E:3.46e-172^RecName: Full=Transcription factor TGA1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18955_c1_g1	WAKLK_ARATH^WAKLK_ARATH^Q:6-317,H:476-579^72.115%ID^E:3.27e-50^RecName: Full=Putative wall-associated receptor kinase-like 11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18955_c1_g3	.
TRINITY_DN18955_c1_g4	WAKLG_ARATH^WAKLG_ARATH^Q:296-3,H:615-712^35.354%ID^E:8.55e-12^RecName: Full=Wall-associated receptor kinase-like 8;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN18955_c1_g5	.
TRINITY_DN18971_c1_g2	.
TRINITY_DN18902_c8_g4	.
TRINITY_DN18902_c9_g2	F26G_CHESP^F26G_CHESP^Q:245-484,H:85-166^64.634%ID^E:2.69e-27^RecName: Full=Furostanol glycoside 26-O-beta-glucosidase {ECO:0000303|PubMed:8766714};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Zingiberales; Costaceae; Cheilocostus
TRINITY_DN18954_c0_g1	.
TRINITY_DN18918_c2_g8	.
TRINITY_DN20949_c0_g1	.
TRINITY_DN20949_c0_g4	RK17_TOBAC^RK17_TOBAC^Q:924-301,H:3-203^77.885%ID^E:4.55e-94^RecName: Full=50S ribosomal protein L17, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN20971_c3_g5	.
TRINITY_DN20971_c3_g7	.
TRINITY_DN20935_c4_g1	.
TRINITY_DN20962_c3_g1	.
TRINITY_DN20964_c1_g2	.
TRINITY_DN20992_c3_g2	.
TRINITY_DN20909_c2_g1	LEAD3_DAUCA^LEAD3_DAUCA^Q:155-310,H:1-53^62.264%ID^E:5.18e-09^RecName: Full=Late embryogenesis abundant protein Dc3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Scandiceae; Daucinae; Daucus; Daucus sect. Daucus
TRINITY_DN20987_c2_g2	10HGO_CATRO^10HGO_CATRO^Q:363-1,H:142-261^72.727%ID^E:1.59e-25^RecName: Full=8-hydroxygeraniol dehydrogenase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Apocynaceae; Rauvolfioideae; Vinceae; Catharanthinae; Catharanthus
TRINITY_DN20903_c0_g4	6PGL1_ARATH^6PGL1_ARATH^Q:640-29,H:1-204^71.569%ID^E:5.06e-108^RecName: Full=Probable 6-phosphogluconolactonase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20903_c0_g5	6PGL2_ORYSJ^6PGL2_ORYSJ^Q:1-174,H:210-270^62.295%ID^E:2.98e-15^RecName: Full=Probable 6-phosphogluconolactonase 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN20998_c3_g1	U90A1_ARATH^U90A1_ARATH^Q:3-518,H:292-466^53.977%ID^E:1.12e-54^RecName: Full=UDP-glycosyltransferase 90A1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20927_c3_g1	.
TRINITY_DN20927_c3_g2	.
TRINITY_DN20977_c2_g2	FAD12_PUNGR^FAD12_PUNGR^Q:719-477,H:302-382^85.185%ID^E:4.01e-44^RecName: Full=Delta(12)-acyl-lipid-desaturase {ECO:0000303|PubMed:12354116};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Myrtales; Lythraceae; Punica
TRINITY_DN20912_c2_g1	C82C4_ARATH^C82C4_ARATH^Q:29-283,H:317-401^63.529%ID^E:1.59e-32^RecName: Full=Cytochrome P450 82C4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20912_c2_g2	C82A4_SOYBN^C82A4_SOYBN^Q:490-110,H:392-518^61.417%ID^E:9.35e-57^RecName: Full=Cytochrome P450 82A4;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Phaseoleae; Glycine; Soja
TRINITY_DN20996_c2_g1	.
TRINITY_DN20966_c1_g3	RNG1L_ARATH^RNG1L_ARATH^Q:541-206,H:169-268^42.857%ID^E:5.8e-23^RecName: Full=E3 ubiquitin-protein ligase RING1-like;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20924_c6_g2	.
TRINITY_DN20975_c5_g3	.
TRINITY_DN20911_c5_g1	.
TRINITY_DN20978_c0_g2	.
TRINITY_DN20967_c0_g1	.
TRINITY_DN20967_c0_g3	KINB1_ARATH^KINB1_ARATH^Q:171-506,H:173-283^63.393%ID^E:2.25e-43^RecName: Full=SNF1-related protein kinase regulatory subunit beta-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20967_c0_g3	KINB1_ARATH^KINB1_ARATH^Q:171-506,H:173-283^63.393%ID^E:2.25e-43^RecName: Full=SNF1-related protein kinase regulatory subunit beta-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20922_c0_g1	SRP_VITRI^SRP_VITRI^Q:452-27,H:85-226^71.127%ID^E:1.46e-66^RecName: Full=Stress-related protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis`SRP_VITRI^SRP_VITRI^Q:687-493,H:57-114^55.224%ID^E:3.34e-12^RecName: Full=Stress-related protein;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; Vitales; Vitaceae; Vitis
TRINITY_DN20997_c2_g1	.
TRINITY_DN20921_c2_g4	CBSX5_ARATH^CBSX5_ARATH^Q:1308-502,H:109-384^46.043%ID^E:4.56e-51^RecName: Full=CBS domain-containing protein CBSX5;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20952_c2_g1	P2C63_ARATH^P2C63_ARATH^Q:269-904,H:1-214^78.037%ID^E:5.4e-110^RecName: Full=Probable protein phosphatase 2C 63;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN20940_c1_g1	UPS2_ARATH^UPS2_ARATH^Q:133-264,H:91-134^90.909%ID^E:5.69e-07^RecName: Full=Ureide permease 2 {ECO:0000303|PubMed:11971139};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`UPS2_ARATH^UPS2_ARATH^Q:1-129,H:92-134^90.698%ID^E:3.17e-06^RecName: Full=Ureide permease 2 {ECO:0000303|PubMed:11971139};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN28906_c1_g1	PGMP_SOLTU^PGMP_SOLTU^Q:1665-499,H:196-632^81.236%ID^E:0^RecName: Full=Phosphoglucomutase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum
TRINITY_DN28906_c2_g2	.
TRINITY_DN28906_c3_g1	.
TRINITY_DN28906_c3_g2	.
TRINITY_DN28906_c3_g3	.
TRINITY_DN28906_c3_g4	YCX91_PHAAO^YCX91_PHAAO^Q:15-134,H:19-58^70%ID^E:3.82e-09^RecName: Full=Uncharacterized protein ORF91;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Vandeae; Aeridinae; Phalaenopsis
TRINITY_DN28906_c3_g5	.
TRINITY_DN28924_c4_g1	.
TRINITY_DN28920_c3_g2	POLR2_ARATH^POLR2_ARATH^Q:887-1303,H:284-421^29.577%ID^E:1.64e-06^RecName: Full=Retrovirus-related Pol polyprotein from transposon RE2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN28901_c7_g3	.
TRINITY_DN28914_c3_g4	.
TRINITY_DN28914_c4_g1	RLP21_ARATH^RLP21_ARATH^Q:352-5,H:56-155^37.5%ID^E:1.38e-14^RecName: Full=Receptor like protein 21 {ECO:0000303|PubMed:18434605};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN28914_c4_g2	.
TRINITY_DN28926_c4_g1	.
TRINITY_DN28926_c11_g1	.
TRINITY_DN28910_c10_g4	.
TRINITY_DN28916_c5_g1	.
TRINITY_DN28916_c5_g4	.
TRINITY_DN28908_c3_g1	.
TRINITY_DN28908_c4_g1	RPOC1_SILLA^RPOC1_SILLA^Q:278-985,H:145-380^94.915%ID^E:6.37e-132^RecName: Full=DNA-directed RNA polymerase subunit beta' {ECO:0000255|HAMAP-Rule:MF_01323};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Caryophyllaceae; Sileneae; Silene
TRINITY_DN28908_c4_g7	DIOX3_PAPSO^DIOX3_PAPSO^Q:818-3,H:28-299^42.909%ID^E:4.02e-65^RecName: Full=Codeine O-demethylase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Ranunculales; Papaveraceae; Papaveroideae; Papaver
TRINITY_DN28911_c7_g1	.
TRINITY_DN28921_c10_g1	PSBB_CARPA^PSBB_CARPA^Q:646-2169,H:1-508^99.213%ID^E:0^RecName: Full=Photosystem II CP47 reaction center protein {ECO:0000255|HAMAP-Rule:MF_01495};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Caricaceae; Carica
TRINITY_DN28913_c4_g1	.
TRINITY_DN28923_c8_g1	.
TRINITY_DN28923_c12_g2	.
TRINITY_DN22310_c0_g8	.
TRINITY_DN22310_c0_g8	.
TRINITY_DN22353_c1_g2	RUMI_CULQU^RUMI_CULQU^Q:737-1750,H:65-402^26.331%ID^E:3.43e-24^RecName: Full=O-glucosyltransferase rumi homolog;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Nematocera; Culicoidea; Culicidae; Culicinae; Culicini; Culex; Culex
TRINITY_DN22379_c4_g1	.
TRINITY_DN22379_c5_g2	B3GT3_ARATH^B3GT3_ARATH^Q:17-184,H:38-97^56.667%ID^E:1.08e-14^RecName: Full=Probable beta-1,3-galactosyltransferase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`B3GT3_ARATH^B3GT3_ARATH^Q:186-254,H:98-120^56.522%ID^E:1.08e-14^RecName: Full=Probable beta-1,3-galactosyltransferase 3;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22362_c0_g3	.
TRINITY_DN22362_c0_g11	CRR55_ARATH^CRR55_ARATH^Q:510-124,H:119-249^63.359%ID^E:9.02e-54^RecName: Full=Cysteine-rich repeat secretory protein 55;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22363_c3_g1	BAM9_ARATH^BAM9_ARATH^Q:78-560,H:368-527^57.143%ID^E:3e-48^RecName: Full=Inactive beta-amylase 9;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22363_c3_g2	.
TRINITY_DN22349_c1_g2	.
TRINITY_DN22325_c6_g2	.
TRINITY_DN22325_c6_g3	.
TRINITY_DN22335_c1_g3	.
TRINITY_DN22335_c1_g15	.
TRINITY_DN22309_c4_g1	.
TRINITY_DN22309_c4_g3	SEOB_ARATH^SEOB_ARATH^Q:432-223,H:658-732^52%ID^E:8.07e-19^RecName: Full=Protein SIEVE ELEMENT OCCLUSION B {ECO:0000303|PubMed:20932300};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22400_c6_g1	NUDT8_ARATH^NUDT8_ARATH^Q:843-175,H:71-294^60.619%ID^E:7.26e-76^RecName: Full=Nudix hydrolase 8;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22396_c0_g7	6PGD2_ARATH^6PGD2_ARATH^Q:964-557,H:351-486^93.382%ID^E:2.16e-88^RecName: Full=6-phosphogluconate dehydrogenase, decarboxylating 2, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22343_c3_g2	.
TRINITY_DN22351_c4_g6	RAVL1_ARATH^RAVL1_ARATH^Q:882-106,H:110-361^58.736%ID^E:1.31e-96^RecName: Full=AP2/ERF and B3 domain-containing transcription repressor TEM1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22351_c4_g6	RAVL1_ARATH^RAVL1_ARATH^Q:882-106,H:110-361^58.736%ID^E:1.31e-96^RecName: Full=AP2/ERF and B3 domain-containing transcription repressor TEM1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22385_c0_g2	UXS2_ARATH^UXS2_ARATH^Q:1507-305,H:34-431^84.328%ID^E:0^RecName: Full=UDP-glucuronic acid decarboxylase 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22350_c1_g6	FB121_ARATH^FB121_ARATH^Q:2-706,H:69-310^59.917%ID^E:6.54e-97^RecName: Full=F-box protein At2g32560;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22394_c3_g1	.
TRINITY_DN22394_c5_g2	.
TRINITY_DN22394_c6_g5	.
TRINITY_DN22315_c6_g2	.
TRINITY_DN22315_c6_g3	.
TRINITY_DN22315_c6_g4	.
TRINITY_DN22354_c1_g7	.
TRINITY_DN22386_c1_g1	.
TRINITY_DN22306_c0_g1	.
TRINITY_DN22306_c0_g3	.
TRINITY_DN22336_c2_g3	.
TRINITY_DN22360_c4_g2	.
TRINITY_DN22391_c0_g2	LGUC_ARATH^LGUC_ARATH^Q:481-2,H:1-147^66.46%ID^E:1.02e-61^RecName: Full=Probable lactoylglutathione lyase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`LGUC_ARATH^LGUC_ARATH^Q:178-2,H:219-277^61.017%ID^E:3.59e-16^RecName: Full=Probable lactoylglutathione lyase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22391_c0_g2	LGUC_ARATH^LGUC_ARATH^Q:481-2,H:1-147^66.46%ID^E:1.02e-61^RecName: Full=Probable lactoylglutathione lyase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`LGUC_ARATH^LGUC_ARATH^Q:178-2,H:219-277^61.017%ID^E:3.59e-16^RecName: Full=Probable lactoylglutathione lyase, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN22369_c4_g1	.
